Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR3128924,2016-07-08 16:13:15,2016-01-27 21:21:03,2667237,266723700,0,100,119,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003055/SRR3128924,SRX1549283,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP068957,PRJNA309972,2,309972,SRS1265251,SAMN04443030,simple,9606,Homo sapiens,GSM2048169,,,,,,,no,,,,,GEO,SRA342032,,public,7EC17B106AC1F72EA3202C2BF874D646,F8BD8AEA9632A5251E12AF1671FF75A5
SRR2922155,2016-06-01 15:56:13,2015-11-17 20:25:08,4316002,215800100,0,50,156,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002853/SRR2922155,SRX1432717,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP066197,PRJNA302188,2,302188,SRS1163660,SAMN04267842,simple,9606,Homo sapiens,GSM1940718,,,,,,,no,,,,,GEO,SRA311652,,public,3716D1D815C14FEE9193967B56C1CEAF,A84AEB84B0A0136929547DA9CF45431F
SRR1947502,2015-04-03 17:06:09,2015-03-31 14:14:57,43219445,2160972250,0,50,1441,,https://sra-download.ncbi.nlm.nih.gov/traces/sra26/SRR/001901/SRR1947502,SRX974072,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP056733,PRJNA279959,2,279959,SRS889427,SAMN03452472,simple,9606,Homo sapiens,GSM1646970,,,,,,,no,,,,,GEO,SRA249460,,public,828AB519CCE064611B8205BC51084652,8724899BF5FDC421525CCAF131273126
SRR1023007,2014-03-21 11:23:32,2013-11-01 11:35:39,68990317,7174992968,68990317,104,4530,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/000999/SRR1023007,SRX372073,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP032456,PRJNA225955,2,225955,SRS497501,SAMN02389820,simple,9606,Homo sapiens,GSM1256456,,,,,,,no,,,,,GEO,SRA109364,,public,3DAA89C474941E9CD0F8E30E163C7F9D,0486CE624E4E097FD6490F880BA0EF15
SRR3534384,2016-09-06 15:49:11,2016-05-17 12:49:41,1590481,159048100,0,100,89,,https://sra-download.ncbi.nlm.nih.gov/traces/sra39/SRR/003451/SRR3534384,SRX1768858,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP075248,PRJNA321741,2,321741,SRS1441532,SAMN05003201,simple,9606,Homo sapiens,GSM2154205,,,,,,,no,,,,,GEO,SRA426370,,public,AD6271BA13AC7EC41F1C25B2B1FF022B,24D2316459BEB6B6DF8240C8F8FBDA01
ERR789396,2015-12-31 04:41:21,2016-01-01 09:35:59,32331629,3233162900,32331629,100,2146,,https://sra-download.ncbi.nlm.nih.gov/traces/era12/ERR/ERR789/ERR789396,ERX779559,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,180,0,ILLUMINA,Illumina HiSeq 2000,ERP009768,PRJEB8740,,307328,ERS684038,SAMEA3305364,simple,9606,Homo sapiens,Donor 9,,,,,female,,no,,,,,"CE-M-M-, RESEARCH CENTER FOR MOLECULAR MEDICINE OF",ERA419667,,public,C1B710BF185FA24E5CCA51264512A3B9,8A2573DD9EC6A688C65A864FCA66158E
SRR868834,2015-07-22 17:03:32,2015-11-03 04:08:31,17243269,620757684,0,36,332,,https://sra-download.ncbi.nlm.nih.gov/traces/sra11/SRR/000848/SRR868834,SRX286954,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer IIx,SRP023262,PRJNA205694,2,205694,SRS429753,SAMN02182644,simple,9606,Homo sapiens,GSM1150580,,,,,,,no,,,,,GEO,SRA082319,,public,98ED478A7D18606EA72A607AB215516D,5B15CA6ADBE9D7A944D6C93D597C8F89
SRR1238508,2014-07-01 15:49:27,2014-04-15 11:02:34,54112953,2705647650,0,50,1492,GRCh37,https://sra-download.ncbi.nlm.nih.gov/traces/sra18/SRR/001209/SRR1238508,SRX517261,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP041179,PRJNA244622,2,244622,SRS592091,SAMN02727854,simple,9606,Homo sapiens,GSM1369197,,,,,,,no,,,,,GEO,SRA157754,,public,C97C7925363C52F8619F8FBFDB3D89EE,571FE707751981CBFAD0840F618AB1B0
SRR1506027,2015-05-21 16:54:07,2014-07-03 13:28:53,62894524,6415241448,62894524,102,3951,,https://sra-download.ncbi.nlm.nih.gov/traces/sra20/SRR/001470/SRR1506027,SRX645342,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP044042,PRJNA254324,,254324,SRS653509,SAMN02902393,simple,9606,Homo sapiens,GSM1425762,,,,,,,no,,,,,GEO,SRA174191,,public,C3214626C325F31BDA56725EDA52A42B,D1986B2A8CF3651DAB3A0AF5B65B004D
SRR1238032,2014-07-07 15:47:11,2014-04-14 18:18:55,12445946,634743246,0,51,300,GRCh37,https://sra-download.ncbi.nlm.nih.gov/traces/sra18/SRR/001209/SRR1238032,SRX516780,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP041162,PRJNA244587,,244587,SRS591829,SAMN02727451,simple,9606,Homo sapiens,GSM1369089,,,,,,,no,,,,,GEO,SRA157712,,public,7F39264FD3A0C882A9DAEEA1F5E9978C,4FBD1EED7CC94A4EFE71A7A0E037A632
SRR3400612,2016-09-08 16:40:06,2016-04-18 19:21:07,36742058,7421895716,36742058,202,4816,,https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/003320/SRR3400612,SRX1711890,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP073460,PRJNA318814,2,318814,SRS1401753,SAMN04867945,simple,9606,Homo sapiens,GSM2125950,,,,,,,no,,,,,GEO,SRA415544,,public,C00895899C8354C7A951FB8628EE486E,AFE0D064E291155861DEAA882AD14C75
SRR5497437,2017-05-19 15:53:15,2017-05-02 16:16:12,2450357,249936414,2450357,102,168,,https://sra-download.ncbi.nlm.nih.gov/traces/sra48/SRR/005368/SRR5497437,SRX2778338,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP106077,PRJNA385185,2,385185,SRS2161592,SAMN06883604,simple,9606,Homo sapiens,GSM2597189,,,,,,,no,,,,,GEO,SRA558767,,public,3D667B02732C9199D787093A1626337F,F64BD7DCD24B0D825066AC22DDBE6523
SRR1377147,2015-07-22 17:07:37,2015-12-30 11:34:19,3873328,782412256,3873328,202,453,,https://sra-download.ncbi.nlm.nih.gov/traces/sra22/SRR/001344/SRR1377147,SRX589524,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP043108,PRJNA252429,2,252429,SRS634210,SAMN02850578,simple,9606,Homo sapiens,GSM1409687,,,,,,,no,,,,,GEO,SRA169961,,public,C9710AE8D84E749E937371E1423A3C72,6BA56694D977585C4EC642A9AFE9DC53
SRR5361447,2017-05-13 12:37:15,2017-05-13 11:51:55,30344694,5552255312,30344694,182,2776,GRCh37,https://sra-download.ncbi.nlm.nih.gov/traces/sra48/SRR/005235/SRR5361447,SRX2657228,27,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP102186,PRJNA379666,,379666,SRS2060755,SAMN06621745,simple,9606,Homo sapiens,10486,,,,,male,,no,,,,,,SRA547696,,public,033A0C1232559E19185A59E3608E98C6,32ADCDF7A9ABE52CFA5402C1CA74CAD4
SRR5882241,2017-07-31 04:11:10,2017-07-30 23:03:37,54408912,10990600224,54408912,202,7168,,https://sra-download.ncbi.nlm.nih.gov/traces/sra50/SRR/005744/SRR5882241,SRX3048694,LUSCLib_N-118_RNA,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP114315,PRJNA395106,,395106,SRS2395468,SAMN07371396,simple,9606,Homo sapiens,N_118_RNA,,,,,male,,no,,,,,,SRA594399,,public,8B7E4371410F18B786380B0F802F542D,028E34D4D31792887E2E5D5D82C777B5
SRR5417748,2017-04-30 00:02:32,2017-04-05 11:10:01,1201655,121367155,0,101,52,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005290/SRR5417748,SRX2709297,METRO2726_Kidney_H6,RNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP103040,PRJNA379992,,379992,SRS2101585,SAMN06661571,simple,9606,Homo sapiens,METRO2726_Kidney,,,,,female,,no,,,,,,SRA551653,,public,F685CE395BD8DE4BDBD81B1EBF4ED276,0CFFE730A990A2432A9AD884F69DDB9A
SRR5444101,2017-08-11 16:45:13,2017-04-14 04:15:54,3233427,452679780,0,140,191,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005316/SRR5444101,SRX2733310,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP103811,PRJNA382566,2,382566,SRS2121208,SAMN06710282,simple,9606,Homo sapiens,GSM2574680,,,,,,,no,,,,,GEO,SRA553943,,public,20FD04516270FE231A8BE264FB7EFDB8,0C8BE63D04F5258A7F53FA2870644123
SRR1706875,2015-03-13 16:10:28,2014-12-11 20:02:28,15447001,1544700100,0,100,517,,https://sra-download.ncbi.nlm.nih.gov/traces/sra23/SRR/001666/SRR1706875,SRX806738,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP051083,PRJNA270114,2,270114,SRS788370,SAMN03262986,simple,9606,Homo sapiens,GSM1564314,,,,,,,no,,,,,GEO,SRA214091,,public,8CC904803666912799D9897A8E50D13A,1EBEE26E47F1AA88A4AE3E177395BD0C
SRR1026913,2013-11-19 12:57:07,2013-11-19 12:49:33,48255059,9747521918,48255059,202,6548,,https://sra-download.ncbi.nlm.nih.gov/traces/sra15/SRR/001002/SRR1026913,SRX374611,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP032775,PRJNA227074,2,227074,SRS499979,SAMN02400000,simple,9606,Homo sapiens,GSM1260506,,,,,,,no,,,,,GEO,SRA110554,,public,1D0730E4BC49560860F6A868B726EC3F,B9A75C87DCC62D7881EECD20CB321ACA
ERR532593,2014-07-26 04:03:30,2014-10-10 02:17:17,175853961,35170792200,175853961,200,23655,,https://sra-download.ncbi.nlm.nih.gov/traces/era9/ERR/ERR532/ERR532593,ERX497796,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP006077,PRJEB6530,,255963,ERS480289,SAMEA2594044,simple,9606,Homo sapiens,T3,,,,,,,no,,,,,VANCOUVER PROSTATE CENTRE,ERA318947,,public,50906C75E3CD159D68C01555FCD0F3D4,773B29FB7D30C10A9AC63ED32A818580
SRR897312,2014-08-11 08:13:05,2013-06-12 15:11:35,6751261,1363754722,6751261,202,838,,https://sra-download.ncbi.nlm.nih.gov/traces/sra11/SRR/000876/SRR897312,SRX302779,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP025982,PRJNA208369,2,208369,SRS442109,SAMN02199993,simple,9606,Homo sapiens,GSM1157446,,,,,,,no,,,,,GEO,SRA090948,,public,6C59D45B997977BF07BB3C3366BD2908,1EE833465F3AB5ED59A823E68DED3240
SRR1617292,2014-10-23 17:51:20,2014-10-21 08:51:26,37129377,3537107316,37129377,95,2499,,https://sra-download.ncbi.nlm.nih.gov/traces/sra22/SRR/001579/SRR1617292,SRX736918,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP049090,PRJNA264368,2,264368,SRS724829,SAMN03121616,simple,9606,Homo sapiens,GSM1528615,,,,,,,no,,,,,GEO,SRA192759,,public,75F4881190893B1E1A88BEF12C74AEEF,11879A380E9CFE1670F395F17B36B91F
SRR5422217,2017-04-13 13:47:17,2017-04-06 10:55:41,1111242,55027005,0,49,28,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005295/SRR5422217,SRX2713721,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP103204,PRJNA381890,,381890,SRS2104932,SAMN06690435,simple,9606,Homo sapiens,GSM2565133,,,,,,,no,,,,,GEO,SRA552115,,public,8AAE27A6971851C3FE3746CE2DAB9192,061F2B601D7C32ED0BFEAD07336A8D87
SRR2089339,2017-01-03 09:54:53,2015-07-07 17:09:30,27364246,985112856,0,36,647,,https://sra-download.ncbi.nlm.nih.gov/traces/sra31/SRR/002040/SRR2089339,SRX1084576,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP060462,PRJNA289133,,289133,SRS980698,SAMN03842492,simple,9606,Homo sapiens,GSM1811427,,,,,,,no,,,,,GEO,SRA276048,,public,D6A9550D672D7E9BD7AB46090FB5F32D,49F36A9CBF4AF61FA163CB283055560F
SRR2428911,2015-12-18 00:00:00,2015-09-17 06:42:40,53371108,10674221600,53371108,200,6871,,https://sra-download.ncbi.nlm.nih.gov/traces/sra34/SRR/002371/SRR2428911,SRX1252779,ICM2,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,80,86,ILLUMINA,Illumina HiSeq 2000,SRP063754,PRJNA295900,,295900,SRS1072104,SAMN04093106,simple,9606,Homo sapiens,ICM2,,,,,missing,,no,,,,,GENOSPLICE TECHNOLOGY,SRA299205,,public,3B12DD2E5CAC03272D2BF7FB3531CE13,0DC377C45A7AABCD406AEB66ADAAECF7
SRR2973742,2015-12-07 17:09:01,2015-12-04 10:41:36,75328580,3841757580,0,51,1387,,https://sra-download.ncbi.nlm.nih.gov/traces/sra19/SRR/002904/SRR2973742,SRX1463049,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP066994,PRJNA305120,,305120,SRS1190430,SAMN04317012,simple,9606,Homo sapiens,GSM1964526,,,,,,,no,,,,,GEO,SRA314951,,public,A4F0A5AE6973DC04ECC6B8A64405A1A4,563BE32DB78219B1E70037D00067733D
SRR5650408,2017-06-07 10:08:52,2017-06-07 09:59:19,199476,11569608,0,58,7,,https://sra-download.ncbi.nlm.nih.gov/traces/sra48/SRR/005517/SRR5650408,SRX2887332,GCGM4_7F_L002,RNA-Seq,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP108709,PRJNA389267,,389267,SRS2255352,SAMN07193376,simple,9606,Homo sapiens,GCGM4_7F_L002,,,,,not applicable,,no,,,,,,SRA570929,,public,8C827AB88FD9CAFCAF0CD42EAFC107C8,6A0F1C91AE156FA481746304BAC261B8
SRR1610268,2015-09-23 17:01:06,2014-10-10 21:24:14,47386872,2369343600,0,50,1465,,https://sra-download.ncbi.nlm.nih.gov/traces/sra22/SRR/001572/SRR1610268,SRX730889,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP048825,PRJNA263582,2,263582,SRS720066,SAMN03104416,simple,9606,Homo sapiens,GSM1523648,,,,,,,no,,,,,GEO,SRA189363,,public,6241EE7A67819737A3D8E0437C74928B,1834AEB1C778ECE09740A2049765D35C
SRR4058052,2016-10-06 16:17:16,2016-08-24 18:31:50,415288,19103248,0,46,20,,https://sra-download.ncbi.nlm.nih.gov/traces/sra43/SRR/003962/SRR4058052,SRX2047419,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP067844,PRJNA307121,2,307121,SRS1639918,SAMN05563590,simple,9606,Homo sapiens,GSM2271185,,,,,,,no,,,,,GEO,SRA323017,,public,863BFF4C9E94BDCF657C31105678941D,8902D36CE885F38E102CF8E7FF030882
ERR1096293,2016-05-20 15:10:35,2016-05-20 16:42:07,2134274,106713700,0,50,127,,https://sra-download.ncbi.nlm.nih.gov/traces/era15/ERR/ERR1096/ERR1096293,ERX1175827,KiCube_Library_ERBB3_IFNb_R2,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,ERP012914,PRJEB11517,,322272,ERS943816,SAMEA3636667,simple,9606,Homo sapiens,KiCube_Sample_ERBB3_IFNb_R2,,,,,,,no,,,,,"CE-M-M-, RESEARCH CENTER FOR MOLECULAR MEDICINE OF THE AUSTRIAN ACADEMY OF SCIENCES",ERA526606,,public,092D930A9D877E938170866A6D1D4B00,96EC900B9DBFBCA71E1BB2B2A3970538
SRR2084632,2015-07-06 08:21:35,2015-07-01 18:06:02,17582844,3420014400,16617300,194,1071,GRCh37,https://sra-download.ncbi.nlm.nih.gov/traces/sra31/SRR/002035/SRR2084632,SRX1078792,,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP060253,PRJNA288681,,288681,SRS977096,SAMN03835498,simple,9606,Homo sapiens,AGS pcDNA3,,,,,female,,no,,,,,UNIVERSITY OF NORTH CAROLINA,SRA275282,,public,DAC61C3E0280A1027393219B21494171,99C162DB47CE5FE0F3EBD98A0BD8A3FC
SRR5023561,2016-12-09 15:56:16,2016-11-15 14:53:31,5193087,1038617400,5193087,200,461,,https://sra-download.ncbi.nlm.nih.gov/traces/sra15/SRR/004905/SRR5023561,SRX2350271,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP066982,PRJNA305054,2,305054,SRS1800386,SAMN06018116,simple,9606,Homo sapiens,GSM2392030,,,,,,,no,,,,,GEO,SRA314863,,public,72B2E71F52E24EC824C7E246DCF04C9F,8267A5E3AAC023D987B93E67BB5E8CB3
ERR1590084,2016-10-07 07:54:35,2016-10-07 10:06:12,64538148,16134537000,64538148,250,7254,,https://sra-download.ncbi.nlm.nih.gov/traces/era16/ERR/ERR1590/ERR1590084,ERX1660672,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,101,0,ILLUMINA,Illumina HiSeq 2500,ERP014531,PRJEB12995,,345574,ERS1296831,SAMEA4385382,simple,9606,Homo sapiens,UCL0755,,,,,,,no,,,,,UNIVERSITY COLLEGE LONDON,ERA690445,,public,B3156F819EF1E902974F42BCF57DDE4F,00ED5C3DF0F1C772C9884D02ADA7B9E3
SRR3739578,2017-06-29 00:03:34,2016-07-02 01:36:03,42670667,3413653360,0,80,1270,,https://sra-download.ncbi.nlm.nih.gov/traces/sra41/SRR/003651/SRR3739578,SRX1894820,GUbs209_20160316,RNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP077751,PRJNA327607,,327607,SRS1537573,SAMN05351532,simple,9606,Homo sapiens,GUbs209,,,,,female,,no,,,,,,SRA437434,,public,55C9C535008539F72B84AA09B2F87FFB,78A5023C83E25258555AF0D5F8BEEE10
SRR5137862,2017-01-07 21:20:55,2017-01-02 21:18:08,28603407,1430170350,0,50,511,,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/005017/SRR5137862,SRX2457150,21198,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP095910,PRJNA358255,,358255,SRS1890389,SAMN06168446,simple,9606,Homo sapiens,21198,,,,,female,,no,,,,,,SRA517597,,public,10D9F0D181CD2AB9D30A087D5EF75E5D,7802A4E9D0F8084CCFBE7BC76A7D6B01
SRR1918702,2015-07-10 13:37:28,2015-03-19 04:44:16,49743659,9948731800,49743659,200,4496,,https://sra-download.ncbi.nlm.nih.gov/traces/sra26/SRR/001873/SRR1918702,SRX959049,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056295,PRJNA278767,2,278767,SRS876109,SAMN03431092,simple,9606,Homo sapiens,GSM1636900,,,,,,,no,,,,,GEO,SRA247200,,public,2E3574AB5EDE67CECD2D3B7E43B57A5A,ED98F5E2D4DD3428DC05E793E596E431
DRR023510,2014-10-16 12:47:45,2014-10-16 15:26:03,4000000,800000000,4000000,200,445,,https://sra-download.ncbi.nlm.nih.gov/traces/dra2/DRR/000022/DRR023510,DRX021438,WadaLab-IHEC25-L1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,48,64.7,ILLUMINA,Illumina HiSeq 2000,DRP001797,PRJDB1532,,264209,DRS014284,SAMD00009003,simple,9606,Homo sapiens,DRS014284,,,,,male,,no,,,,,UT_RCAST,DRA001724,,public,305C34F2AF8845BCCA4116F9D288747A,23AC84B1E8F981F1B9A64C66B2019403
SRR3939374,2017-08-10 00:00:41,2016-07-21 15:28:05,1090614,163112829,1090614,149,58,,https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003847/SRR3939374,SRX1968547,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP079213,PRJNA330840,,330840,SRS1577934,SAMN05427318,simple,9606,Homo sapiens,GSM2247604,,,,,,,no,,,,,GEO,SRA442904,,public,2EC03CA897838DBC9783501334AC7C49,36F1A85CF854CD0EB3F0C62BFADA1BDE
SRR903177,2014-05-14 19:56:16,2013-06-17 16:25:31,6426261,642626100,6426261,100,450,,https://sra-download.ncbi.nlm.nih.gov/traces/sra11/SRR/000882/SRR903177,SRX307096,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP026126,PRJNA208732,2,208732,SRS445956,SAMN02205299,simple,9606,Homo sapiens,GSM1166108,,,,,,,no,,,,,GEO,SRA091256,,public,9124E589C83228C94856EBE38D01860D,4DC46709F95052A664B41234D8C37601
SRR3214818,2016-03-14 22:15:13,2016-03-09 22:08:13,84623967,17094041334,84623967,202,11371,,@dbgap@:reads/SRP071557/SRS1332599/SRX1622355/SRR3214818/SRR3214818.sra,SRX1622355,MCTP_SAMPLE_89,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071557,PRJNA287193,,287193,SRS1332599,SAMN04306312,simple,9606,Homo sapiens,MCTP_SAMPLE_89,,,,1394235,,,yes,,RNA,lung_carcinoma,lung,NCI-PHS000937,SRA383365,phs000937,DS-LC-MDS,C9F5A366C4581376BF671C492507B06E,C29A6570ADA64FCF2AF53092D43CE7FA
SRR4055556,2016-10-06 16:17:16,2016-08-24 18:12:37,1023592,52203192,0,51,50,,https://sra-download.ncbi.nlm.nih.gov/traces/sra43/SRR/003960/SRR4055556,SRX2044928,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP067844,PRJNA307121,2,307121,SRS1637427,SAMN05561104,simple,9606,Homo sapiens,GSM2268678,,,,,,,no,,,,,GEO,SRA323017,,public,2436933E1095928C26583BBE2CCFACA6,700C9F3531165D4CC816ED295A3228CF
SRR2566083,2016-09-07 16:09:07,2015-10-06 15:23:16,34755286,3475528600,0,100,2382,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/002505/SRR2566083,SRX1308080,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP064515,PRJNA297859,2,297859,SRS1101703,SAMN04147409,simple,9606,Homo sapiens,GSM1896089,,,,,,,no,,,,,GEO,SRA303160,,public,CDD0FA8FE43AA5F9E0AB8BD3127512CF,10B2A6AF44F128B62CB63CB19D11BD65
SRR3133591,2016-05-11 06:25:04,2016-01-29 12:48:23,10945877,1105533577,0,101,596,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003060/SRR3133591,SRX1552928,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069052,PRJNA310177,2,310177,SRS1268870,SAMN04448046,simple,9606,Homo sapiens,GSM2050843,,,,,,,no,,,,,GEO,SRA342989,,public,FABD781C60A82CADA7F898A79E084A31,FCAFAEE214141668D41882EAA5183CC1
SRR3083495,2016-10-26 16:40:17,2016-01-04 14:26:48,25430165,3178770625,0,125,1513,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003011/SRR3083495,SRX1515124,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP068023,PRJNA307572,2,307572,SRS1233887,SAMN04383157,simple,9606,Homo sapiens,GSM2026945,,,,,,,no,,,,,GEO,SRA327616,,public,AEAAFCC491B7350912A8DA4C0EA4E316,4F90A008E64646E10FE5CEE9F3FA19F5
SRR3083514,2016-10-26 16:40:17,2016-01-04 14:23:36,15141846,772234146,0,51,374,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003011/SRR3083514,SRX1515137,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP068023,PRJNA307572,2,307572,SRS1233874,SAMN04383170,simple,9606,Homo sapiens,GSM2026958,,,,,,,no,,,,,GEO,SRA327616,,public,B0B551D5BD28CED463F1524EF604EC17,66F1A48D8790F5AB9292D368B8E54850
SRR502789,2013-09-20 16:03:09,2012-05-30 19:34:48,83807234,8380723400,0,100,4502,,https://sra-download.ncbi.nlm.nih.gov/traces/sra5/SRR/000491/SRR502789,SRX150772,GSM938897: Sample_GM12750_NT,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP013450,PRJNA167698,2,167698,SRS336160,SAMN01001228,simple,9606,Homo sapiens,GSM938897,,,,,,,no,,,,,GEO,SRA053324,,public,9A4B4FBA5E471C5ED16A33BFE9F661B4,9805278A2DBAE96E607C5C7F949041D2
SRR2039199,2015-07-08 10:30:52,2015-06-01 11:41:56,51756751,5279188551,51756750,101,3207,,https://sra-download.ncbi.nlm.nih.gov/traces/sra29/SRR/001991/SRR2039199,SRX1037594,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP058667,PRJNA284822,,284822,SRS944809,SAMN03733415,simple,9606,Homo sapiens,GSM1695200,,,,,,,no,,,,,GEO,SRA269777,,public,363EA777DB2EC149FA0E51359552572B,1D2B20424FCEC537A01202210B77AF31
